attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,result
75,87,149499,54240,7309,42355,7309,14471,3419,2269,1
74,78,102933,30027,10474,24024,10474,8442,3262,2224,1
83,75,54676,21765,15556,17596,15556,7769,4262,2231,1
84,75,48239,15895,14153,6243,14153,5906,1887,2739,1
90,70,149987,21000,13314,10178,13314,10640,2221,1331,1
100,67,6978,8977,11507,11823,11507,21096,2206,3254,1
97,61,118567,48796,16690,11229,16690,8469,2398,2137,1
83,63,121981,59343,14131,50025,14131,6010,3678,3166,1
70,66,49173,29077,16803,23120,16803,6201,3581,4100,1
48,70,234389,41766,28885,30747,28885,5712,3497,1912,1
47,80,93725,16741,4705,25400,4705,4152,1804,4743,1
38,77,153743,91845,10871,47713,10871,3293,5660,6384,1
40,77,5796,11804,6422,17962,6422,3414,6105,4349,1
29,64,133717,80195,5641,19654,5641,2071,6973,5967,1
23,57,200766,86462,23984,23554,23984,7120,9222,2539,1
34,66,71841,14422,12594,26595,12594,2828,7079,5012,1
35,61,62245,24015,11928,6351,11928,5477,4459,2469,1
41,60,130866,24490,2057,5355,2057,1296,614,1052,1
50,70,138551,20419,9775,53809,9775,10216,5210,5438,1
56,80,11902,3760,1684,50387,1684,6088,2526,1945,1
60,90,5046,11636,14294,33349,14294,10816,2043,1993,1
64,100,31716,27749,13043,31327,13043,5190,2353,2483,1
67,94,157999,18179,6511,17520,6511,6618,2692,2596,1
57,54,63194,97818,2745,1618,2745,3694,2611,2260,1
64,41,37030,10650,5284,2777,5284,6779,3488,3310,1
51,54,14708,17632,26102,89692,26102,2939,1650,1383,1
41,60,101260,31580,12948,43406,12948,4503,3096,2509,1
48,80,24824,36707,9565,13334,9565,4077,1013,1517,1
27,88,26074,42165,13863,36645,13863,4554,2522,2616,1
38,69,377243,36900,13483,15645,13483,3987,1543,1658,1
48,70,14619,5150,386,20112,386,3564,2894,3740,1
53,67,62220,15006,4860,2831,4860,2834,2234,1674,1
60,75,44648,13557,8757,38111,8757,5249,1829,1922,1
60,75,218012,34607,8646,20913,8646,3701,1965,4173,1
53,61,18614,11114,2903,1801,2903,1252,1244,1162,1
48,67,36785,20107,11183,8120,11183,2989,3337,1455,1
48,64,57846,9023,2049,13535,2049,2027,1093,559,1
43,77,126395,21369,7669,84207,7669,3627,2016,1408,1
41,91,150059,10625,12394,24978,12394,3032,1297,1419,1
44,100,11403,5660,2432,30431,2432,4393,2338,1870,1
35,96,100662,49396,1083,44647,1083,2710,1559,1609,1
54,88,18277,6888,5596,27176,5596,8011,751,2567,1
47,84,37019,38892,13499,55810,13499,5513,1404,2734,1
63,88,11200,12662,4647,26228,4647,7320,4559,1973,1
60,100,11150,4188,11787,90128,11787,5458,1940,1495,1
48,96,66633,12551,12569,14744,12569,2185,2482,1143,1
57,87,15757,26242,12687,9297,12687,6389,1151,1035,1
47,80,83238,20770,409,19505,409,2024,2383,1189,1
54,64,15153,6609,975,16919,975,2821,1868,1064,1
67,54,5346,32908,2333,17815,2333,11555,993,2365,1
61,60,6003,15573,14567,9045,14567,2889,2903,2699,1
70,66,51354,5652,1880,28389,1880,4676,1153,1622,1
70,75,13593,3873,8073,48868,8073,7283,2283,2801,1
64,87,92762,9383,8246,24594,8246,5343,2649,4946,1
69,87,98912,14047,5065,22374,5065,5579,3123,1608,1
64,90,15445,11382,7840,52594,7840,6047,1611,1801,1
67,83,29333,7209,2512,17807,2512,4234,1715,1612,1
69,80,8910,11402,6030,20886,6030,6360,2900,1461,1
70,84,11018,6441,2639,25850,2639,4641,1615,1331,1
61,75,129563,33267,22539,15399,22539,2162,2234,1561,1
50,67,66391,53733,17107,27624,17107,5386,2011,1677,1
51,61,32125,14465,6390,6452,6390,4885,2598,1101,1
78,48,159205,24444,4516,12075,4516,7739,2854,1238,1
83,48,19111,36027,6601,25217,6601,7018,2604,2638,1
74,48,285290,47248,24459,5238,24459,4515,1650,3152,1
63,43,170887,30125,3967,11163,3967,5963,1463,3755,1
53,51,121978,20825,9755,25110,9755,3619,2133,1972,1
44,57,78506,38553,11215,58161,11215,4844,3463,2698,1
51,60,7375,19935,3701,13151,3701,3714,1993,666,1
50,56,78237,44525,1864,10509,1864,6467,3341,1419,1
51,54,96139,15905,669,22294,669,3185,2609,4087,1
61,47,110352,27569,5955,10602,5955,4699,3567,1931,1
61,47,150084,37517,6977,20680,6977,6675,3049,3847,1
43,63,37680,28565,19725,45310,19725,1746,3563,3990,1
40,67,61780,16072,6791,38165,6791,3429,4928,2146,1
29,67,157228,62602,14130,23777,14130,4409,2288,3086,1
21,70,169257,28945,557,43251,557,3457,3872,3335,1
44,70,5082,10092,700,41352,700,8701,4332,2436,1
44,74,140922,19368,6432,47331,6432,4080,4187,2305,1
51,74,12790,27595,3959,15979,3959,3810,5632,4874,1
60,78,146316,10931,33274,13805,33274,7263,3955,2035,1
53,66,67070,32691,1883,16813,1883,4057,10521,1902,1
56,53,422730,84556,30440,13365,30440,10169,5435,7285,1
63,48,15503,20554,6567,1032,6567,4333,5938,11095,1
50,40,265318,64130,17120,34403,17120,3970,8231,2364,1
56,43,64103,25146,28038,6274,28038,10256,6775,5568,1
57,57,9407,11178,13690,55393,13690,6464,19900,3081,1
48,64,123522,64280,14572,24269,14572,6652,6363,2140,1
53,69,85875,25116,8690,25156,8690,4731,2954,2227,1
53,63,26404,26608,21794,44911,21794,7282,2342,2933,1
50,75,17848,17078,12727,46813,12727,3382,7676,5788,1
60,66,75326,16830,1521,6160,1521,7422,3499,4509,1
67,54,42311,29670,2919,4982,2919,7003,2393,2786,1
66,56,13482,5119,12114,24246,12114,3084,2745,876,1
60,61,24589,14457,5079,98056,5079,2849,1834,2566,1
38,74,20054,29861,14698,50166,14698,3454,6651,4378,1
41,90,8582,3096,6257,11913,6257,4347,3805,2297,1
43,90,508935,12698,53831,1943,53831,6634,2238,2380,1
56,57,592293,58165,2256,3902,2256,6329,2604,9136,1
64,43,81746,25618,3198,2486,3198,2641,3177,2054,1
67,30,7670,16058,1342,7842,1342,7231,3058,1273,1
66,38,38193,41595,15149,45750,15149,5046,5608,2414,1
66,47,187974,89759,15835,60149,15835,14473,7857,3445,1
51,66,54014,16592,39867,98364,39867,9632,2803,1244,1
54,75,22672,9470,3707,23067,3707,7353,9614,2102,1
63,77,4147,6867,8859,15973,8859,3658,4889,2785,1
66,84,70820,9062,3799,19271,3799,4089,2324,1273,1
81,75,5654,3203,3955,9488,3955,4978,3808,1444,1
77,69,44301,9346,10143,2285,10143,2862,4011,1960,1
78,63,90851,26207,1460,16048,1460,5500,2216,534,1
74,61,50442,13506,6136,30594,6136,3783,4584,1058,1
74,53,9174,13687,6766,2751,6766,6287,4432,1644,1
70,64,44584,4817,1937,31421,1937,5085,2538,3043,1
69,67,127359,18834,4521,26143,4521,5057,2159,1280,1
77,60,106972,20678,12502,1596,12502,5668,2568,2841,1
54,64,173913,22438,9497,9626,9497,1307,1370,1241,1
54,53,245291,46286,31020,10689,31020,9380,2213,1256,1
53,41,442107,116412,3240,26671,3240,11661,5924,1933,1
50,44,1074250,84862,53711,25556,53711,20677,5135,5940,1
54,50,224779,32300,15227,34782,15227,3848,3457,2430,1
47,51,371698,63164,18818,46463,18818,6157,4942,1068,1
47,64,55705,6607,2201,9702,2201,1780,607,967,1
35,64,271476,61390,14241,41999,14241,4336,3252,1435,1
37,61,28352,31717,10335,21425,10335,3665,4016,1466,1
50,64,33827,30899,13835,34940,13835,13320,2038,1739,1
57,57,23258,17556,14225,5522,14225,8890,4102,3327,1
67,66,4254,11496,8128,54140,8128,7507,5486,1755,1
70,66,89581,27379,3920,27311,3920,4987,3112,2429,1
66,64,50536,13108,14924,5652,14924,3643,3824,1795,1
51,77,19499,15844,8559,44769,8559,3711,5164,2292,1
44,77,28290,38195,4424,106063,4424,7025,5367,1741,1
48,74,84442,45198,7589,32112,7589,10511,3274,1697,1
54,80,16244,4809,6174,34982,6174,8390,1763,2665,1
54,84,7953,7749,10173,58987,10173,4117,1208,980,1
63,77,144832,19465,2305,22111,2305,4183,2505,1586,1
56,77,46766,42849,7402,19775,7402,4214,3087,2263,1
48,83,71377,5471,6933,90633,6933,8187,1997,2375,1
48,70,18255,34685,28860,11809,28860,4579,4100,2314,1
40,75,94513,10137,6715,8432,6715,1212,587,595,1
35,64,95634,56972,4391,5309,4391,2353,528,287,1
34,43,656515,132086,37950,8014,37950,12748,2628,2007,1
24,35,95399,75146,18462,5285,18462,2385,1637,1410,1
27,24,157780,82906,10365,23412,10365,7256,4169,6099,1
27,24,223216,13744,8817,18052,8817,17778,8456,15669,1
27,24,313577,29674,18822,11110,18822,26187,6616,1177,1
27,24,1383062,240937,44041,135615,44041,246045,43872,28682,1
27,24,2405087,1056811,140922,110437,140922,349258,240393,90775,1
27,24,968578,43322,13841,42665,13841,80025,18960,12695,1
43,30,937083,60704,16080,19242,16080,14752,3245,2174,1
44,37,1586283,31679,14522,12583,14522,5939,2672,2164,1
57,38,1096388,37785,8020,8223,8020,4525,1674,1376,1
56,37,1858632,228646,34206,49319,34206,17825,10799,13524,1
37,40,1444638,278661,92938,44124,92938,8356,5753,3931,1
26,43,250694,19071,16175,8013,16175,1307,644,959,1
30,54,102799,7755,1747,25422,1747,5031,2447,1442,1
27,47,70153,46679,1336,2875,1336,1927,1233,1723,1
34,44,3381199,164229,67887,15846,67887,10001,5317,5686,1
26,24,223692,64902,1850,2335,1850,1245,753,930,1
11,4,427803,121680,14682,2833,14682,4008,1844,1321,1
17,11,25765,10595,1285,1669,1285,1117,672,388,1
26,7,1438171,127480,34127,19436,34127,15252,4255,3879,1
26,7,1103901,366902,62057,119564,62057,194213,192046,271789,1
26,7,909268,303228,87315,72244,87315,107368,29878,16771,1
37,20,963263,7220,996,2189,996,456,832,701,1
35,21,426189,141858,14805,10566,14805,4549,11070,3419,1
35,21,1715163,283936,23079,37675,23079,25464,5839,1971,1
35,21,178586,4823,3922,2428,3922,2370,208,364,1
35,21,2806213,190821,17006,34486,17006,29971,13791,5371,1
35,21,292993,81003,6769,7118,6769,6370,3571,1477,1
35,21,655809,36678,6838,3752,6838,2971,1077,724,1
24,29,160666,274594,126113,44181,126113,14084,14406,8707,1
14,44,801952,29438,53586,13002,53586,2755,5587,1515,1
14,44,866097,14213,2375,6334,2375,2010,807,1621,1
27,47,1218684,112183,43763,31496,43763,31659,24180,9514,1
35,51,922673,102943,13731,17014,13731,7027,9326,10943,1
44,41,1453725,107439,9995,8671,9995,10626,5678,12651,1
44,14,23603,66047,2251,2920,2251,1960,1130,244,1
37,17,464144,17131,4230,10963,4230,2650,1813,1769,1
27,11,605339,98659,7022,6747,7022,2198,1871,1776,1
27,16,39606,28129,4920,6519,4920,3166,7177,2555,1
35,35,118794,56912,30228,21840,30228,6622,3017,4947,1
29,37,992493,28224,19495,13188,19495,3115,2287,1436,1
38,41,85018,16082,2428,1646,2428,848,733,1040,1
29,30,486592,198900,9990,11663,9990,7812,2696,4428,1
38,17,242321,14581,1253,1577,1253,2051,651,636,1
30,13,292525,43802,5167,8207,5167,1780,937,1018,1
30,26,268954,94885,53450,9965,53450,5528,3150,1748,1
23,37,125004,17098,3173,4519,3173,1381,571,144,1
14,27,463898,739798,84744,3523,84744,15596,23034,9660,1
27,40,258353,1358,1348,1143,1348,421,309,137,1
27,40,1585945,71319,28047,6494,28047,2930,1375,1216,1
23,37,1183851,140670,36999,23558,36999,4975,2097,3422,1
29,40,104241,12716,4617,7108,4617,2278,1126,715,1
37,48,106570,61320,4697,17944,4697,3244,3906,4644,1
20,35,351861,102722,5631,17346,5631,2865,1782,1625,1
51,37,40521,5800,3653,2775,3653,5750,4593,4000,1
54,37,36717,31726,14176,12375,14176,7737,2123,1789,1
70,57,408741,25675,13668,26659,13668,2515,3113,909,1
54,64,49237,17696,14627,21593,14627,5280,1891,2517,1
51,57,376319,61133,14102,10712,14102,9004,8607,2256,1
47,53,572984,92958,33249,16112,33249,10894,4161,2700,1
61,50,223269,29577,22497,17016,22497,9386,1987,3286,1
64,47,51521,19432,6487,16942,6487,5928,2298,1868,1
61,50,86819,43219,16603,5460,16603,5048,3876,5423,1
66,44,328227,44507,6102,8480,6102,7689,6637,5118,1
66,40,47627,21702,4394,8349,4394,4481,2664,2027,1
64,35,92761,63945,17167,8965,17167,10671,4599,3014,1
63,40,517338,49635,14065,41598,14065,6770,4145,6252,1
40,37,145816,96447,7630,8574,7630,1336,1852,875,1
35,29,153328,72699,7854,9092,7854,6892,7834,3957,1
16,23,501291,284772,40148,6119,40148,6831,9441,5381,1
11,10,676225,144646,8985,11496,8985,6998,13639,4382,1
26,3,939791,340615,7651,18863,7651,20064,17129,22949,1
20,1,671839,131847,16481,7033,16481,7119,3882,8036,1
29,16,303361,28629,35129,7944,35129,3637,4241,3500,1
21,7,688893,886694,18822,21210,18822,17398,13396,8142,1
23,21,1056254,25882,15962,835,15962,2640,569,1148,1
23,37,696436,61693,13997,51561,13997,5501,8120,2636,1
26,30,186152,65381,15828,34873,15828,8884,6350,6980,1
38,54,683390,52432,27284,28606,27284,7076,2916,2645,1
38,66,128941,26525,15832,65912,15832,7001,4366,3597,1
38,63,105649,23890,2969,13283,2969,1608,2011,2190,1
37,63,267883,94119,46439,50037,46439,12049,3434,1827,1
37,50,63014,33673,1517,3400,1517,2056,1430,553,1
37,30,149055,30501,3679,3343,3679,2611,2608,1981,1
37,29,512227,235252,91068,18598,91068,14082,11103,22520,1
38,29,354303,3374,3059,1513,3059,621,1665,1315,1
53,40,975641,219110,40410,139552,40410,98634,27087,56171,1
48,35,481592,137351,1864,14943,1864,6305,5200,5018,1
53,38,93106,9857,2349,5654,2349,1151,795,502,1
53,34,93096,5649,723,2864,723,765,561,655,1
27,21,240667,51057,4699,1990,4699,1193,756,702,1
37,34,138614,17662,6757,3785,6757,2651,1058,661,1
51,24,780051,36808,7402,7027,7402,13820,3130,5308,1
50,17,160302,53301,6969,5459,6969,5032,1988,4113,1
67,29,63169,18084,7977,1463,7977,2591,1507,2102,1
51,30,1509312,78236,15568,5006,15568,5526,2978,2633,1
41,40,145610,73656,23422,20893,23422,2915,3402,1627,1
37,38,430007,174124,41853,38314,41853,20695,9227,3074,1
34,30,1647485,424450,5329,85607,5329,36385,17786,2521,1
35,38,2122145,61475,7402,40571,7402,6842,10905,7015,1
40,40,35687,29104,6802,18892,6802,2177,2104,439,1
37,51,213576,9811,4787,14775,4787,1788,1237,1177,1
37,61,52148,73584,25684,37165,25684,10190,7670,2135,1
47,54,1158882,63746,11588,11488,11588,14623,3907,2851,1
60,47,32489,5227,459,1409,459,985,917,363,1
66,29,32635,12173,2688,7591,2688,3024,1705,1460,1
70,40,14504,6340,14546,2875,14546,5709,5760,2045,1
53,41,38835,16998,1705,4795,1705,585,1028,531,1
56,53,119435,9827,4322,6642,4322,1651,555,289,1
44,40,32105,95338,5269,34840,5269,6175,3436,2431,1
66,47,23384,13097,13112,5760,13112,8161,5476,2791,1
70,38,33690,66763,18754,5547,18754,10664,2846,2025,1
81,40,11457,4588,6382,4852,6382,5296,4046,1487,1
63,35,56865,41593,14194,12110,14194,3293,4253,2006,1
48,21,652010,527806,11066,26130,11066,14403,7467,7620,1
44,21,765614,76416,7373,15466,7373,5228,3944,5901,1
21,35,168391,22770,15021,102750,15021,4735,5176,3383,1
26,26,86933,21000,3170,677,3170,1893,817,744,1
43,44,71235,21437,14055,2352,14055,5478,2290,1825,1
48,47,28553,21059,3514,8270,3514,3063,2691,1336,1
66,37,13040,6166,2730,5253,2730,2909,2350,1496,1
63,37,68585,21789,2244,1798,2244,1380,662,473,1
63,38,84210,9052,8795,4860,8795,3511,4813,2586,1
74,47,7264,5498,10222,3786,10222,4436,2158,1785,1
66,50,7663,11185,10612,11502,10612,3644,1703,1160,1
75,53,365474,58223,12832,6473,12832,8558,1723,1382,1
70,57,218108,32310,9792,49377,9792,10093,3113,1404,1
54,57,103594,36601,11055,37701,11055,3661,2213,1968,1
53,63,87198,14022,18427,38030,18427,6371,1667,1794,1
47,78,45471,27778,7193,54234,7193,4816,2154,3914,1
34,74,143827,41770,8911,50224,8911,3292,5979,4562,1
34,66,102286,22518,1303,8373,1303,1481,1311,627,1
27,51,229358,36181,7806,6240,7806,2682,983,538,1
35,50,44048,19378,34932,15917,34932,7714,2473,2324,1
47,44,1074732,79737,21376,34658,21376,13674,3107,1721,1
40,38,152974,139594,13381,10632,13381,3329,4643,1075,1
44,41,27844,23842,10746,3486,10746,3386,830,1008,1
38,35,55062,46697,24284,9836,24284,4382,4939,1626,1
44,26,61925,30511,2194,4415,2194,7587,1937,1649,1
53,38,50144,39471,19110,12702,19110,3479,3367,1809,1
37,23,38380,63352,628,3974,628,1203,605,672,1
38,27,333073,64149,42918,34198,42918,10560,3244,3015,1
30,53,49494,9174,40418,14475,40418,6062,4879,3251,1
43,63,265295,77686,17562,26358,17562,5396,5162,1547,1
40,57,1140022,125248,38505,42773,38505,11805,2651,2550,1
34,44,87134,17171,10513,2479,10513,1404,313,324,1
21,30,242512,209099,5732,16729,5732,4465,1731,3196,1
20,27,121420,77574,16451,5160,16451,3676,5354,3336,1
17,23,367484,29972,8685,1761,8685,1859,4498,1452,1
8,26,222010,83768,21502,63154,21502,3055,3964,4186,1
10,40,82483,86863,21287,23372,21287,2919,4084,3795,1
26,43,25774,9029,4023,5155,4023,3760,1802,2738,1
37,50,93307,48894,42918,5543,42918,11373,7716,4542,1
43,48,139106,48581,17862,20808,17862,3032,5420,1106,1
41,30,76911,32298,1967,300,1967,512,1302,375,1
40,29,39085,9511,4682,7027,4682,5195,1149,1684,1
43,21,74363,16180,3415,1204,3415,977,459,386,1
69,44,9138,7083,4099,10753,4099,5439,2161,1465,1
74,60,64514,7112,32826,1208,32826,4647,2653,1424,1
77,53,4492,8798,2251,1493,2251,4475,1693,1478,1
87,56,1753,18686,3203,7025,3203,3608,1433,1509,1
80,53,6438,8940,9309,3428,9309,3003,1546,2857,1
75,40,20953,21284,2981,9394,2981,2489,2080,3052,1
48,30,133031,20982,1816,463,1816,608,454,433,1
64,23,31278,4417,926,1454,926,5667,1263,860,1
60,14,19185,20831,8429,750,8429,3432,1142,1895,1
48,11,100594,90125,22709,4266,22709,2609,1450,1296,1
61,30,12002,4686,3429,7140,3429,1878,700,1186,1
47,43,28234,12793,5559,7067,5559,3696,1417,1184,1
44,47,15328,15923,3905,6277,3905,2518,1139,1943,1
54,51,5587,13707,6291,3816,6291,1693,152,769,1
57,44,10016,14716,2231,8646,2231,4279,997,1650,1
41,43,155622,71942,18847,19963,18847,2532,2199,1618,1
40,50,15731,8050,6825,8948,6825,1895,1709,1049,1
29,44,162415,53289,10104,7008,10104,1824,2234,1188,1
29,47,26820,9886,4460,4151,4460,3277,1613,566,1
41,30,35758,65541,4144,3303,4144,6063,2410,1923,1
37,24,1246994,99810,23895,19129,23895,5719,38960,7518,1
37,24,132206,22445,6093,11888,6093,6335,6815,5822,1
38,26,116847,52583,812,8573,812,6853,5246,8740,1
60,38,152384,17864,29365,22506,29365,22475,38564,21315,1
78,27,1285589,289839,37256,13139,37256,100556,54250,13868,1
77,13,317473,222203,9652,15703,9652,37570,19844,37760,1
67,23,944421,28590,11363,3217,11363,1781,3402,1313,1
77,11,193720,11086,3117,4061,3117,12878,3742,3933,1
77,23,201826,87415,12193,51681,12193,49422,15153,7123,1
69,26,772712,147401,15138,6856,15138,11368,6722,6962,1
70,27,430800,75126,27650,14381,27650,5431,6525,3026,1
48,29,111418,58490,18510,8151,18510,5273,7423,5680,1
47,38,48617,4095,15565,3810,15565,5962,5977,4010,1
50,53,225474,13693,7831,12001,7831,3604,8291,8815,1
61,57,54979,11254,11100,7454,11100,4431,6794,3014,1
70,63,112949,12509,4616,10644,4616,5596,3944,3210,1
64,57,469987,27824,13120,8171,13120,5177,6479,4843,1
56,61,191174,41858,39119,61164,39119,6465,6546,8678,1
56,60,59844,10116,1874,12055,1874,3756,4909,3818,1
35,48,252774,51155,2755,5474,2755,969,2153,564,1
30,41,138229,41423,5492,4891,5492,3671,4251,5788,1
26,27,395509,110162,20572,13104,20572,3893,4535,1868,1
27,16,166073,32488,4781,5699,4781,7391,8304,4564,1
47,20,371339,52454,7187,10666,7187,9156,4989,4237,1
57,37,8396,7368,32500,5109,32500,13237,4191,2122,1
63,43,122565,53841,33126,20105,33126,4945,4236,5313,1
63,51,24114,25598,8375,8113,8375,7962,5479,5854,1
64,56,11196,24365,14424,4442,14424,5763,3381,6646,1
57,38,63569,28531,3028,5581,3028,6288,1947,3462,1
74,38,7988,15828,4557,18721,4557,7987,6021,9312,1
70,43,96523,14185,11862,6281,11862,4992,5174,6120,1
80,44,165511,9227,12736,6750,12736,11046,3712,4225,1
70,44,99598,75510,16419,9450,16419,6908,19058,8797,1
69,30,222388,81664,10117,10076,10117,15826,5944,5595,1
63,17,444450,142221,4362,14077,4362,11740,7655,5909,1
48,24,166148,26042,19488,18936,19488,4200,2997,1845,1
56,27,239059,50698,9261,20455,9261,12702,5067,6209,1
44,30,291383,102293,24432,2334,24432,6863,3765,3551,1
48,35,542316,117091,3411,21883,3411,13643,5497,3427,1
47,21,409968,236871,34677,27096,34677,16488,4159,3265,1
35,23,201919,129076,18690,60515,18690,10856,4327,3030,1
40,23,651065,88864,17674,8633,17674,10149,4344,3766,1
37,29,146104,53852,15273,9889,15273,4678,3150,7218,1
37,29,451508,95063,14293,16302,14293,7595,5564,1309,1
40,26,834456,85483,4489,29191,4489,10071,9251,3977,1
47,20,208040,17187,1127,1823,1127,3414,1353,1278,1
41,16,310652,117342,16585,12570,16585,4959,5005,3246,1
56,24,440928,9443,8548,3207,8548,6606,2856,3542,1
60,13,1830603,293869,18704,11836,18704,34501,22469,15399,1
64,11,171764,33251,721,3442,721,12521,13109,4469,1
66,14,1600152,491270,31741,188677,31741,29691,28445,27585,1
60,14,1028830,66815,29842,19373,29842,15252,6862,10763,1
51,23,35419,33581,5127,4289,5127,1972,4709,3197,1
38,38,182518,119282,83096,27916,83096,19292,22190,10677,1
56,38,210279,35304,6646,9872,6646,14806,9979,4973,1
75,27,13600,8195,2145,5197,2145,15811,15261,15899,1
88,30,599109,32798,13809,3795,13809,11934,8509,10807,1
93,40,31504,7081,14397,21885,14397,7459,9845,4839,1
80,50,41572,25838,8010,33998,8010,5243,10825,5547,1
50,50,298493,103944,1273,21809,1273,4273,13073,4204,1
50,51,14310,23705,4898,14056,4898,11200,6321,5168,1
38,35,84883,90345,19679,6093,19679,5200,8418,6188,1
41,26,172529,75551,28343,10055,28343,12784,5653,6225,1
56,37,32593,12973,6970,9883,6970,4966,7641,7323,1
50,40,432006,19543,3706,15261,3706,4811,4400,2144,1
53,35,614654,99737,11475,3218,11475,7003,8150,2949,1
44,17,166506,224503,5530,3228,5530,11654,3021,8993,1
35,13,124318,22308,1737,5966,1737,1470,2157,1829,1
34,10,41378,36556,3725,14042,3725,5392,5787,2860,1
43,24,36484,7865,8145,5688,8145,4396,3347,3291,1
56,47,253543,22327,8003,12493,8003,8860,2456,3699,1
57,60,63770,3864,5136,4152,5136,790,1371,1262,1
64,61,280600,26333,7398,7422,7398,8418,8784,3810,1
63,51,24519,17276,2154,3653,2154,3829,2569,6384,1
64,48,72464,26405,3624,10183,3624,9840,2956,2910,1
75,38,34670,14625,10511,4688,10511,5844,3287,3465,1
74,40,13523,15798,3727,7834,3727,4643,3453,3155,1
75,40,75998,4969,1245,1122,1245,1447,1075,861,1
70,48,94216,16697,19593,9378,19593,8777,6754,2136,1
66,43,15138,31963,6978,6521,6978,4542,2377,3355,1
64,38,107302,55938,10737,6613,10737,11041,6956,9399,1
51,43,629938,142319,12202,71554,12202,9035,9360,11520,1
44,47,793860,37882,27608,36922,27608,10086,11563,7141,1
48,44,56341,32448,1974,7174,1974,6171,6265,9383,1
38,38,612405,421861,31412,21927,31412,21666,32457,15616,1
40,29,982665,396717,60268,18953,60268,25820,45509,21793,1
40,4,895026,109361,4310,4632,4310,11767,18154,35327,1
35,1,135438,33361,2214,2228,2214,3076,5369,3646,1
57,8,94531,7603,1948,4794,1948,8040,3489,2580,1
67,11,1473533,233561,31845,38220,31845,52807,32605,11727,1
70,17,927945,137812,20423,5596,20423,24717,15358,4273,1
66,21,1755948,322597,30445,27917,30445,15853,19996,31514,1
53,26,112247,15755,12147,2332,12147,3834,8003,5820,1
